date,open,high,low,close,volume
2013-09-18,9.212,10.554,9.071,9.608,388897.0
2013-09-23,9.531,10.568,9.251,10.509,318516.0
2013-09-24,10.347,10.497,10.099,10.147,200045.0
2013-09-25,10.01,10.722,10.008,10.247,171651.0
2013-09-26,10.156,10.252,9.656,9.781,146808.0
2013-09-27,9.781,10.076,9.706,9.781,85614.0
2013-09-30,9.778,9.963,9.753,9.835,76682.0
2013-10-08,9.781,10.283,9.758,10.233,111129.0
2013-10-09,10.156,10.358,10.008,10.163,83054.0
2013-10-10,10.122,10.545,10.04,10.397,156256.0
2013-10-11,10.463,10.474,10.293,10.356,79697.0
2013-10-14,10.354,10.538,10.145,10.463,96467.0
2013-10-15,10.463,10.463,10.202,10.27,92419.0
2013-10-16,10.181,10.436,9.94,10.161,89183.0
2013-10-17,10.163,10.258,10.058,10.147,55526.0
2013-10-18,10.126,10.645,10.076,10.465,104209.0
2013-10-21,10.509,10.941,10.39,10.884,135658.0
2013-10-22,10.782,10.989,10.663,10.786,82147.0
2013-10-23,10.797,11.016,10.44,10.484,87290.0
2013-10-24,10.463,11.282,10.427,10.804,122184.0
2013-10-25,10.788,11.111,10.716,10.85,102336.0
2013-10-28,10.911,11.259,10.804,11.252,104467.0
2013-10-29,11.168,11.3,10.92,11.13,96525.0
2013-10-30,11.148,11.523,11.066,11.412,121285.0
2013-10-31,11.528,11.555,10.902,11.009,100732.0
2013-11-01,10.87,11.098,10.766,10.863,72057.0
2013-11-04,10.827,11.032,10.827,10.916,49622.0
2013-11-05,10.809,11.011,10.709,10.961,54750.0
2013-11-06,10.913,10.97,10.511,10.634,60251.0
2013-11-07,10.581,10.675,10.272,10.513,62056.0
2013-11-08,10.418,10.509,10.311,10.386,33411.0
2013-11-11,10.393,10.463,10.147,10.413,35809.0
2013-11-12,10.436,10.695,10.349,10.543,64729.0
2013-11-13,10.431,10.54,10.349,10.349,30484.0
2013-11-14,10.361,10.536,10.161,10.463,54360.0
2013-11-15,10.434,10.704,10.374,10.509,64215.0
2013-11-18,10.543,10.709,10.486,10.666,49830.0
2013-11-19,10.663,10.804,10.579,10.684,53161.0
2013-11-20,10.8,10.8,10.556,10.618,41726.0
2013-11-21,10.622,10.622,10.247,10.397,66029.0
2013-11-22,10.429,10.656,10.386,10.595,44288.0
2013-11-25,10.424,10.534,10.368,10.454,63202.0
2013-11-26,10.443,10.736,10.395,10.734,78583.0
2013-11-27,10.736,10.757,10.52,10.597,54173.0
2013-11-28,10.6,10.911,10.6,10.843,72379.0
2013-11-29,10.809,10.918,10.754,10.898,51259.0
2013-12-02,10.695,10.734,10.47,10.493,65133.0
2013-12-03,10.463,10.711,10.463,10.695,56068.0
2013-12-04,10.691,11.009,10.645,10.904,57260.0
2013-12-05,10.932,11.118,10.893,11.041,54737.0
2013-12-06,11.052,11.061,10.857,11.009,38443.0
2013-12-09,11.02,11.139,10.907,11.029,47076.0
2013-12-10,11.1,11.48,11.1,11.3,108138.0
2013-12-11,11.248,11.373,10.882,11.004,62952.0
2013-12-12,10.964,11.257,10.845,11.216,45684.0
2013-12-13,11.034,11.578,11.014,11.407,109874.0
2013-12-16,11.405,11.714,11.327,11.352,95774.0
2013-12-17,11.364,11.396,11.127,11.145,64058.0
2013-12-18,11.141,11.487,11.032,11.484,64061.0
2013-12-19,11.544,11.687,11.348,11.348,63464.0
2013-12-20,11.282,11.828,11.239,11.778,203682.0
2013-12-23,11.646,11.76,11.375,11.453,70541.0
2013-12-24,11.555,11.639,11.321,11.557,65759.0
2013-12-25,11.6,11.628,11.405,11.464,42624.0
2013-12-26,11.409,11.418,10.823,11.02,105909.0
2013-12-27,10.918,11.441,10.877,11.323,74526.0
2013-12-30,11.323,11.496,11.239,11.259,43800.0
2013-12-31,11.239,11.396,10.977,11.373,59859.0
2014-01-02,11.236,11.332,11.055,11.127,39462.0
2014-01-03,11.009,11.1,10.716,10.934,75845.0
2014-01-06,10.891,10.913,10.545,10.602,59925.0
2014-01-07,10.509,10.732,10.509,10.568,34409.0
2014-01-13,10.463,11.032,10.418,10.577,73946.0
2014-01-14,10.577,10.932,10.538,10.92,50115.0
2014-01-15,10.85,11.157,10.807,11.009,43067.0
2014-01-16,11.007,11.155,10.875,10.991,42451.0
2014-01-17,10.929,10.991,10.616,10.668,40190.0
2014-01-20,10.666,10.882,10.579,10.807,38168.0
2014-01-21,10.804,10.873,10.641,10.691,43355.0
2014-01-22,10.702,10.911,10.656,10.863,43178.0
2014-01-23,10.857,11.175,10.763,11.004,55000.0
2014-01-24,11.004,11.205,10.873,11.057,50366.0
2014-01-27,10.989,10.998,10.725,10.772,54222.0
2014-01-28,10.879,10.982,10.759,10.898,37089.0
2014-01-29,10.975,11.002,10.804,10.87,40069.0
2014-01-30,10.891,10.895,10.579,10.659,54555.0
2014-02-07,10.556,10.556,10.213,10.397,92332.0
2014-02-10,10.393,10.691,10.327,10.588,70580.0
2014-02-11,10.581,10.581,10.349,10.452,66580.0
2014-02-12,10.463,10.734,10.386,10.634,63704.0
2014-02-13,10.647,10.647,10.395,10.497,68569.0
2014-02-14,10.438,10.584,10.42,10.529,39653.0
2014-02-17,10.543,10.595,10.463,10.577,56502.0
2014-02-18,10.552,10.552,10.386,10.461,41225.0
2014-02-19,10.463,10.55,10.349,10.481,43870.0
2014-02-20,10.477,10.502,10.167,10.215,84851.0
2014-02-21,10.224,10.293,10.117,10.167,47925.0
2014-02-24,10.122,10.145,9.167,9.535,136223.0
2014-02-25,9.508,9.508,9.162,9.176,152013.0
2014-02-26,9.119,9.142,8.871,8.93,114312.0
2014-02-27,8.969,9.005,8.584,8.68,140958.0
2014-02-28,8.689,8.86,8.593,8.857,79789.0
2014-03-03,8.757,9.167,8.757,9.08,65239.0
2014-03-04,9.005,9.005,8.746,8.844,58296.0
2014-03-05,8.871,9.007,8.769,8.825,44450.0
