date,open,high,low,close,volume
1994-01-03,2.729,2.745,2.662,2.662,666.0
1994-01-04,2.662,2.679,2.595,2.595,429.0
1994-01-05,2.595,2.595,2.462,2.562,570.0
1994-01-06,2.562,2.745,2.546,2.745,1264.0
1994-01-07,2.795,2.828,2.729,2.795,2385.0
1994-01-10,2.828,2.878,2.795,2.812,1950.0
1994-01-11,2.828,2.828,2.712,2.712,751.0
1994-01-12,2.662,2.729,2.662,2.662,614.0
1994-01-13,2.695,2.729,2.662,2.695,436.0
1994-01-14,2.729,2.729,2.579,2.645,649.0
1994-01-17,2.662,2.662,2.579,2.595,636.0
1994-01-18,2.595,2.729,2.512,2.662,779.0
1994-01-19,2.662,2.662,2.496,2.546,854.0
1994-01-20,2.529,2.562,2.479,2.512,395.0
1994-01-21,2.595,2.595,2.496,2.546,673.0
1994-01-24,2.579,2.595,2.496,2.512,391.0
1994-01-25,2.512,2.546,2.412,2.446,637.0
1994-01-26,2.429,2.429,2.379,2.396,1027.0
1994-01-27,2.363,2.412,2.346,2.412,782.0
1994-01-28,2.512,2.845,2.446,2.479,4815.0
1994-01-31,2.429,2.429,2.296,2.296,2034.0
1994-02-01,2.296,2.429,2.296,2.329,2973.0
1994-02-02,2.329,2.479,2.329,2.446,1599.0
1994-02-03,2.462,2.695,2.446,2.679,5256.0
1994-02-04,2.729,2.878,2.695,2.845,5310.0
1994-02-14,2.928,2.995,2.629,2.629,4369.0
1994-02-15,2.595,2.662,2.329,2.595,3006.0
1994-02-16,2.595,2.695,2.595,2.595,2070.0
1994-02-17,2.595,2.595,2.496,2.529,1073.0
1994-02-18,2.496,2.579,2.496,2.546,800.0
1994-02-21,2.496,2.512,2.429,2.429,1001.0
1994-02-22,2.529,3.095,2.529,2.695,6764.0
1994-02-23,2.729,2.762,2.662,2.712,2845.0
1994-02-24,2.745,2.928,2.745,2.928,7151.0
1994-02-25,2.978,2.995,2.828,2.912,12872.0
1994-02-28,2.895,2.928,2.828,2.828,3056.0
1994-03-01,2.795,2.912,2.778,2.845,2037.0
1994-03-02,2.845,2.862,2.762,2.795,1965.0
1994-03-03,2.795,2.862,2.695,2.745,2615.0
1994-03-04,2.729,2.778,2.695,2.729,1475.0
1994-03-07,2.795,2.795,2.695,2.762,1631.0
1994-03-08,2.712,2.795,2.712,2.729,762.0
1994-03-09,2.695,2.762,2.695,2.712,1083.0
1994-03-10,2.729,2.745,2.662,2.679,1432.0
1994-03-11,2.629,2.795,2.629,2.729,2269.0
1994-03-14,2.828,2.895,2.778,2.845,4419.0
1994-03-15,2.928,2.928,2.745,2.745,2656.0
1994-03-16,2.729,2.862,2.729,2.778,3827.0
1994-03-17,2.778,2.828,2.762,2.762,1708.0
1994-03-18,2.762,2.845,2.762,2.795,2269.0
1994-03-21,2.828,2.845,2.712,2.729,1613.0
1994-03-22,2.695,2.729,2.645,2.695,1360.0
1994-03-23,2.695,2.695,2.595,2.595,986.0
1994-03-24,2.546,2.612,2.529,2.546,732.0
1994-03-25,2.496,2.579,2.496,2.562,1284.0
1994-03-28,2.546,2.546,2.446,2.462,708.0
1994-03-29,2.462,2.546,2.396,2.546,1126.0
1994-03-30,2.546,2.562,2.429,2.479,1795.0
1994-03-31,2.446,2.462,2.363,2.379,796.0
1994-04-01,2.346,2.429,2.346,2.363,1320.0
1994-04-04,2.329,2.446,2.329,2.363,808.0
1994-04-05,2.396,2.446,2.313,2.396,1356.0
1994-04-06,2.396,2.429,2.363,2.396,705.0
1994-04-07,2.429,2.479,2.396,2.396,1507.0
1994-04-08,2.363,2.379,2.296,2.296,1057.0
1994-04-11,2.296,2.296,2.196,2.213,724.0
1994-04-12,2.196,2.263,2.163,2.213,782.0
1994-04-13,2.063,2.246,2.063,2.113,1167.0
1994-04-14,2.113,2.13,1.963,1.98,1562.0
1994-04-15,1.847,2.329,1.83,2.229,2653.0
1994-04-18,2.03,2.213,2.03,2.08,5307.0
1994-04-19,2.046,2.08,1.897,1.913,2347.0
1994-04-20,1.83,2.13,1.83,1.98,8191.0
1994-04-21,1.997,2.196,1.997,2.18,12528.0
1994-04-22,2.196,2.196,2.013,2.046,9521.0
1994-04-25,2.03,2.096,2.013,2.096,1797.0
1994-04-26,2.13,2.213,2.096,2.213,6796.0
1994-04-27,2.279,2.329,2.213,2.326,13575.0
1994-04-28,2.329,2.363,2.163,2.246,11573.0
1994-04-29,2.229,2.229,2.063,2.213,6776.0
1994-05-03,2.213,2.279,2.03,2.229,9118.0
1994-05-04,2.279,2.296,2.123,2.123,8667.0
1994-05-05,2.03,2.03,1.93,1.98,2620.0
1994-05-06,2.013,2.063,1.93,1.973,2982.0
1994-05-09,1.963,2.063,1.927,2.046,4549.0
1994-05-10,2.076,2.096,2.046,2.09,5868.0
1994-05-11,2.123,2.196,2.063,2.063,6589.0
1994-05-12,1.997,2.056,1.963,1.963,2734.0
1994-05-13,1.933,2.096,1.933,2.086,2301.0
1994-05-16,2.096,2.136,2.036,2.09,4442.0
1994-05-17,2.09,2.093,2.043,2.043,1853.0
1994-05-18,1.997,2.046,1.963,2.003,1449.0
1994-05-19,2.013,2.063,1.97,2.056,1015.0
1994-05-20,2.063,2.063,2.013,2.02,847.0
1994-05-23,2.03,2.03,1.937,1.953,663.0
1994-05-24,1.953,1.997,1.953,1.983,193.0
1994-05-25,1.903,1.99,1.903,1.93,646.0
1994-05-26,1.923,1.923,1.88,1.9,902.0
1994-05-27,1.897,1.9,1.863,1.867,661.0
1994-05-30,1.814,1.833,1.73,1.73,566.0
1994-05-31,1.664,1.963,1.664,1.8,1217.0
1994-06-01,1.8,1.8,1.697,1.714,854.0
1994-06-02,1.67,1.73,1.67,1.697,752.0
1994-06-03,1.73,1.754,1.68,1.687,1688.0
1994-06-06,1.687,1.687,1.524,1.614,809.0
1994-06-07,1.66,1.66,1.581,1.591,164.0
1994-06-08,1.547,1.66,1.544,1.614,1005.0
1994-06-09,1.63,1.657,1.564,1.567,850.0
1994-06-10,1.564,1.591,1.557,1.564,742.0
1994-06-13,1.547,1.547,1.464,1.491,579.0
1994-06-14,1.447,1.514,1.441,1.471,1280.0
1994-06-15,1.497,1.514,1.471,1.481,683.0
1994-06-16,1.481,1.564,1.481,1.541,1046.0
1994-06-17,1.547,1.624,1.497,1.614,2559.0
1994-06-20,1.614,1.614,1.501,1.507,1515.0
1994-06-21,1.497,1.497,1.464,1.471,420.0
1994-06-22,1.464,1.511,1.457,1.484,698.0
1994-06-23,1.491,1.494,1.457,1.464,523.0
1994-06-24,1.431,1.451,1.408,1.408,1254.0
1994-06-27,1.364,1.364,1.331,1.331,1069.0
1994-06-28,1.331,1.338,1.314,1.318,263.0
1994-06-29,1.341,1.341,1.298,1.301,310.0
1994-06-30,1.298,1.364,1.298,1.331,624.0
1994-07-01,1.364,1.364,1.288,1.291,466.0
1994-07-04,1.171,1.248,1.171,1.198,944.0
1994-07-11,1.125,1.181,1.125,1.131,1134.0
1994-07-12,1.131,1.138,1.105,1.121,314.0
1994-07-13,1.065,1.185,1.065,1.148,1196.0
1994-07-14,1.148,1.148,1.101,1.101,909.0
1994-07-15,1.101,1.101,1.008,1.008,1939.0
1994-07-18,0.948,0.998,0.948,0.962,666.0
1994-07-19,0.952,0.992,0.938,0.955,828.0
1994-07-20,0.962,0.962,0.918,0.918,812.0
1994-07-21,0.898,0.915,0.885,0.892,920.0
1994-07-22,0.915,0.938,0.898,0.898,1142.0
1994-07-25,0.865,0.962,0.865,0.962,3721.0
1994-07-26,0.965,1.032,0.962,1.025,4996.0
1994-07-27,1.032,1.048,0.965,0.965,3917.0
1994-07-28,0.965,0.965,0.885,0.885,2758.0
1994-07-29,0.885,0.892,0.869,0.882,1692.0
1994-08-01,1.125,1.298,1.015,1.268,9140.0
1994-08-02,1.331,1.497,1.148,1.198,14500.0
1994-08-03,1.165,1.457,1.165,1.431,14576.0
1994-08-04,1.597,1.63,1.398,1.531,19657.0
1994-08-05,1.531,1.747,1.464,1.73,16710.0
1994-08-08,1.764,1.833,1.597,1.73,18829.0
1994-08-09,1.714,1.73,1.564,1.581,10833.0
1994-08-10,1.581,1.8,1.564,1.797,16330.0
1994-08-11,1.88,1.897,1.697,1.764,21080.0
1994-08-12,1.697,1.847,1.697,1.784,7592.0
1994-08-15,1.697,1.797,1.697,1.73,3881.0
1994-08-16,1.73,1.797,1.697,1.747,6131.0
1994-08-17,1.764,1.78,1.737,1.764,3268.0
1994-08-18,1.79,1.857,1.764,1.814,12977.0
1994-08-19,1.804,1.814,1.714,1.724,12942.0
1994-08-22,1.707,1.757,1.664,1.697,5421.0
1994-08-23,1.697,1.72,1.65,1.72,3223.0
1994-08-24,1.73,1.73,1.664,1.68,2612.0
1994-08-25,1.697,1.764,1.68,1.69,9058.0
1994-08-26,1.69,1.717,1.627,1.634,3413.0
1994-08-29,1.614,1.614,1.577,1.581,3596.0
1994-08-30,1.597,1.7,1.584,1.67,5405.0
1994-08-31,1.729,1.869,1.693,1.851,14116.0
1994-09-01,1.877,1.969,1.818,1.913,17699.0
1994-09-02,1.913,1.969,1.895,1.95,12083.0
1994-09-05,2.042,3.312,2.042,2.579,35963.0
1994-09-06,2.686,2.782,2.429,2.649,38789.0
1994-09-07,2.686,2.686,2.337,2.392,24863.0
1994-09-08,2.41,2.668,2.41,2.635,23831.0
1994-09-09,2.668,2.686,2.532,2.539,21768.0
1994-09-12,2.631,2.686,2.576,2.686,17592.0
