,total_value
2018-03-01,1383529.0470000003
2018-03-02,1383529.0470000003
2018-03-05,1383529.0470000003
2018-03-06,1383529.0470000003
2018-03-07,1383529.0470000003
2018-03-08,1383529.0470000003
2018-03-09,1383529.0470000003
2018-03-12,1383529.0470000003
2018-03-13,1383529.0470000003
2018-03-14,1383529.0470000003
2018-03-15,1383529.0470000003
2018-03-16,1383529.0470000003
2018-03-19,1383529.0470000003
2018-03-20,1383529.0470000003
2018-03-21,1383529.0470000003
2018-03-22,1383529.0470000003
2018-03-23,1383529.0470000003
2018-03-26,1383529.0470000003
2018-03-27,1383529.0470000003
2018-03-28,1383529.0470000003
2018-03-29,1383529.0470000003
2018-03-30,1383529.0470000003
2018-04-02,1383529.0470000003
2018-04-03,1383529.0470000003
2018-04-04,1383529.0470000003
2018-04-09,1383529.0470000003
2018-04-10,1383529.0470000003
2018-04-11,1383529.0470000003
2018-04-12,1383529.0470000003
2018-04-13,1383529.0470000003
2018-04-16,1383529.0470000003
2018-04-17,1383529.0470000003
2018-04-18,1383529.0470000003
2018-04-19,1383529.0470000003
2018-04-20,1383529.0470000003
2018-04-23,1383529.0470000003
2018-04-24,1383529.0470000003
2018-04-25,1383529.0470000003
2018-04-26,1383529.0470000003
2018-04-27,1383529.0470000003
2018-05-02,1383529.0470000003
2018-05-03,1383529.0470000003
2018-05-04,1383529.0470000003
2018-05-07,1383529.0470000003
2018-05-08,1383529.0470000003
2018-05-09,1383529.0470000003
2018-05-10,1383529.0470000003
2018-05-11,1383529.0470000003
2018-05-14,1383529.0470000003
2018-05-15,1383529.0470000003
2018-05-16,1383529.0470000003
2018-05-17,1383529.0470000003
2018-05-18,1383529.0470000003
2018-05-21,1383529.0470000003
2018-05-22,1383484.5470000003
2018-05-23,1365328.5470000003
2018-05-24,1359604.5470000003
2018-05-25,1354264.5470000003
2018-05-28,1351213.8230000003
2018-05-29,1351213.8230000003
2018-05-30,1351213.8230000003
2018-05-31,1351213.8230000003
2018-06-01,1351213.8230000003
2018-06-04,1351213.8230000003
2018-06-05,1351213.8230000003
2018-06-06,1351213.8230000003
2018-06-07,1351213.8230000003
2018-06-08,1351213.8230000003
2018-06-11,1351213.8230000003
2018-06-12,1351213.8230000003
2018-06-13,1351213.8230000003
2018-06-14,1351213.8230000003
2018-06-15,1351213.8230000003
2018-06-19,1351213.8230000003
2018-06-20,1351213.8230000003
2018-06-21,1351213.8230000003
2018-06-22,1351213.8230000003
2018-06-25,1351213.8230000003
2018-06-26,1351213.8230000003
2018-06-27,1351213.8230000003
2018-06-28,1351213.8230000003
2018-06-29,1351213.8230000003
2018-07-02,1351213.8230000003
2018-07-03,1351213.8230000003
2018-07-04,1351213.8230000003
2018-07-05,1351213.8230000003
2018-07-06,1351213.8230000003
2018-07-09,1351213.8230000003
2018-07-10,1351213.8230000003
2018-07-11,1351213.8230000003
2018-07-12,1351213.8230000003
2018-07-13,1351213.8230000003
2018-07-16,1351213.8230000003
2018-07-17,1351213.8230000003
2018-07-18,1351213.8230000003
2018-07-19,1351213.8230000003
2018-07-20,1351213.8230000003
2018-07-23,1351213.8230000003
2018-07-24,1351213.8230000003
2018-07-25,1351213.8230000003
2018-07-26,1351213.8230000003
2018-07-27,1351213.8230000003
2018-07-30,1351213.8230000003
2018-07-31,1351213.8230000003
2018-08-01,1351213.8230000003
2018-08-02,1351213.8230000003
2018-08-03,1351213.8230000003
2018-08-06,1351213.8230000003
2018-08-07,1351213.8230000003
2018-08-08,1351213.8230000003
2018-08-09,1351213.8230000003
2018-08-10,1351213.8230000003
2018-08-13,1351213.8230000003
2018-08-14,1351213.8230000003
2018-08-15,1351213.8230000003
2018-08-16,1351213.8230000003
2018-08-17,1351213.8230000003
2018-08-20,1351213.8230000003
2018-08-21,1351213.8230000003
2018-08-22,1351213.8230000003
2018-08-23,1351213.8230000003
2018-08-24,1351213.8230000003
2018-08-27,1351213.8230000003
2018-08-28,1351213.8230000003
2018-08-29,1351213.8230000003
2018-08-30,1351213.8230000003
2018-08-31,1351213.8230000003
2018-09-03,1351213.8230000003
2018-09-04,1351213.8230000003
2018-09-05,1351213.8230000003
2018-09-06,1351213.8230000003
2018-09-07,1351213.8230000003
2018-09-10,1351213.8230000003
2018-09-11,1351213.8230000003
2018-09-12,1351213.8230000003
2018-09-13,1351213.8230000003
2018-09-14,1351213.8230000003
2018-09-17,1351213.8230000003
2018-09-18,1351213.8230000003
2018-09-19,1351213.8230000003
2018-09-20,1351213.8230000003
2018-09-21,1351213.8230000003
2018-09-25,1352202.3020000004
2018-09-26,1359903.3020000004
2018-09-27,1355391.3020000004
2018-09-28,1364265.3020000004
2018-10-08,1332813.3020000004
2018-10-09,1334163.3020000004
2018-10-10,1335612.3020000004
2018-10-11,1292898.3020000004
2018-10-12,1289300.0900000003
2018-10-15,1289300.0900000003
2018-10-16,1289300.0900000003
2018-10-17,1289300.0900000003
2018-10-18,1289300.0900000003
2018-10-19,1289300.0900000003
2018-10-22,1289300.0900000003
2018-10-23,1289300.0900000003
2018-10-24,1289300.0900000003
2018-10-25,1289300.0900000003
2018-10-26,1289300.0900000003
2018-10-29,1289300.0900000003
2018-10-30,1289300.0900000003
2018-10-31,1289300.0900000003
2018-11-01,1289300.0900000003
2018-11-02,1289300.0900000003
2018-11-05,1289300.0900000003
2018-11-06,1289300.0900000003
2018-11-07,1289300.0900000003
2018-11-08,1289300.0900000003
2018-11-09,1289300.0900000003
2018-11-12,1289300.0900000003
2018-11-13,1289300.0900000003
2018-11-14,1289300.0900000003
2018-11-15,1289300.0900000003
2018-11-16,1289300.0900000003
2018-11-19,1293085.7100000004
2018-11-20,1281553.7100000004
2018-11-21,1282685.7100000004
2018-11-22,1281469.7100000004
2018-11-23,1268279.7100000004
2018-11-26,1268035.5420000004
2018-11-27,1268035.5420000004
2018-11-28,1268035.5420000004
2018-11-29,1268035.5420000004
2018-11-30,1268035.5420000004
2018-12-03,1268035.5420000004
2018-12-04,1268035.5420000004
2018-12-05,1268035.5420000004
2018-12-06,1268035.5420000004
2018-12-07,1268035.5420000004
2018-12-10,1268035.5420000004
2018-12-11,1268035.5420000004
2018-12-12,1268035.5420000004
2018-12-13,1268035.5420000004
2018-12-14,1268035.5420000004
2018-12-17,1268035.5420000004
2018-12-18,1268035.5420000004
2018-12-19,1268035.5420000004
2018-12-20,1268035.5420000004
2018-12-21,1268035.5420000004
2018-12-24,1268035.5420000004
2018-12-25,1268035.5420000004
2018-12-26,1268035.5420000004
2018-12-27,1268035.5420000004
2018-12-28,1268035.5420000004
2019-01-02,1268035.5420000004
2019-01-03,1268035.5420000004
2019-01-04,1268035.5420000004
2019-01-07,1268035.5420000004
2019-01-08,1268035.5420000004
2019-01-09,1268035.5420000004
2019-01-10,1268035.5420000004
2019-01-11,1268035.5420000004
2019-01-14,1268035.5420000004
2019-01-15,1268035.5420000004
2019-01-16,1268035.5420000004
2019-01-17,1268035.5420000004
2019-01-18,1268035.5420000004
2019-01-21,1268035.5420000004
2019-01-22,1268035.5420000004
2019-01-23,1268035.5420000004
2019-01-24,1268035.5420000004
2019-01-25,1268035.5420000004
2019-01-28,1268035.5420000004
2019-01-29,1268035.5420000004
2019-01-30,1268035.5420000004
2019-01-31,1268035.5420000004
2019-02-01,1268035.5420000004
2019-02-11,1268035.5420000004
2019-02-12,1274117.9300000004
2019-02-13,1293789.9300000004
2019-02-14,1293241.9300000004
2019-02-15,1278317.9300000004
2019-02-18,1307105.9300000004
2019-02-19,1307621.9300000004
2019-02-20,1309849.9300000004
2019-02-21,1306081.9300000004
2019-02-22,1327053.9300000004
2019-02-25,1389873.9300000004
2019-02-26,1381969.9300000004
2019-02-27,1386889.9300000004
2019-02-28,1381741.9300000004
2019-03-01,1402961.9300000004
2019-03-04,1416393.9300000004
2019-03-05,1427061.9300000004
2019-03-06,1446201.9300000004
2019-03-07,1447929.9300000004
2019-03-08,1393305.9300000004
2019-03-11,1416157.9300000004
2019-03-12,1429485.9300000004
2019-03-13,1416141.9300000004
2019-03-14,1401637.9300000004
2019-03-15,1414061.9300000004
2019-03-18,1443929.9300000004
2019-03-19,1441753.9300000004
2019-03-20,1441617.9300000004
2019-03-21,1445945.9300000004
2019-03-22,1447021.9300000004
2019-03-25,1422573.9300000004
2019-03-26,1404201.9300000004
2019-03-27,1414449.9300000004
2019-03-28,1403337.9300000004
2019-03-29,1441665.9300000004
2019-04-01,1473505.9300000004
2019-04-02,1476089.9300000004
2019-04-03,1491881.9300000004
2019-04-04,1503989.9300000004
2019-04-08,1503285.9300000004
2019-04-09,1501225.9300000004
2019-04-10,1502133.9300000004
2019-04-11,1481345.9300000004
2019-04-12,1480813.9300000004
2019-04-15,1476477.9300000004
2019-04-16,1506801.9300000004
2019-04-17,1510609.9300000004
2019-04-18,1505441.9300000004
2019-04-19,1513681.9300000004
2019-04-22,1491377.9300000004
2019-04-23,1484797.9300000004
2019-04-24,1486005.9300000004
2019-04-25,1454893.9300000004
2019-04-26,1447382.6660000002
2019-04-29,1447382.6660000002
2019-04-30,1447382.6660000002
2019-05-06,1447382.6660000002
2019-05-07,1447382.6660000002
2019-05-08,1447382.6660000002
2019-05-09,1447382.6660000002
2019-05-10,1447382.6660000002
2019-05-13,1447382.6660000002
2019-05-14,1447382.6660000002
2019-05-15,1447382.6660000002
2019-05-16,1447382.6660000002
2019-05-17,1447382.6660000002
2019-05-20,1447382.6660000002
2019-05-21,1447382.6660000002
2019-05-22,1447382.6660000002
2019-05-23,1447382.6660000002
2019-05-24,1447382.6660000002
2019-05-27,1447382.6660000002
2019-05-28,1447382.6660000002
2019-05-29,1447382.6660000002
2019-05-30,1447382.6660000002
2019-05-31,1447382.6660000002
2019-06-03,1447382.6660000002
2019-06-04,1447382.6660000002
2019-06-05,1447382.6660000002
2019-06-06,1447382.6660000002
2019-06-10,1447382.6660000002
2019-06-11,1447382.6660000002
2019-06-12,1447382.6660000002
2019-06-13,1447382.6660000002
2019-06-14,1447382.6660000002
2019-06-17,1447382.6660000002
2019-06-18,1447382.6660000002
2019-06-19,1447382.6660000002
2019-06-20,1447382.6660000002
2019-06-21,1449968.5550000002
2019-06-24,1451819.5550000002
2019-06-25,1443995.5550000002
2019-06-26,1442258.5550000002
2019-06-27,1448411.5550000002
2019-06-28,1443038.5550000002
2019-07-01,1462844.5550000002
2019-07-02,1462556.5550000002
2019-07-03,1453952.5550000002
2019-07-04,1450949.5550000002
2019-07-05,1452692.5550000002
2019-07-08,1429382.5550000002
2019-07-09,1427843.5550000002
2019-07-10,1423964.5550000002
2019-07-11,1426914.137
2019-07-12,1426914.137
2019-07-15,1426914.137
2019-07-16,1426914.137
2019-07-17,1426914.137
2019-07-18,1426914.137
2019-07-19,1426914.137
2019-07-22,1426914.137
2019-07-23,1426914.137
2019-07-24,1426914.137
2019-07-25,1426914.137
2019-07-26,1426914.137
2019-07-29,1426914.137
2019-07-30,1426914.137
2019-07-31,1426914.137
2019-08-01,1426914.137
2019-08-02,1426914.137
2019-08-05,1426914.137
2019-08-06,1426914.137
2019-08-07,1426914.137
2019-08-08,1426914.137
2019-08-09,1426914.137
2019-08-12,1426914.137
2019-08-13,1426914.137
2019-08-14,1426914.137
2019-08-15,1426914.137
2019-08-16,1426914.137
2019-08-19,1426914.137
2019-08-20,1426914.137
2019-08-21,1426914.137
2019-08-22,1426914.137
2019-08-23,1426914.137
2019-08-26,1426914.137
2019-08-27,1426914.137
2019-08-28,1426914.137
2019-08-29,1426914.137
2019-08-30,1426914.137
2019-09-02,1426914.137
2019-09-03,1426914.137
2019-09-04,1426914.137
2019-09-05,1431005.073
2019-09-06,1436501.073
2019-09-09,1446557.073
2019-09-10,1445141.073
2019-09-11,1440185.073
2019-09-12,1449157.073
2019-09-16,1448961.073
2019-09-17,1427909.073
2019-09-18,1430925.073
2019-09-19,1436373.073
2019-09-20,1439241.073
2019-09-23,1427493.073
2019-09-24,1430797.073
2019-09-25,1418833.073
2019-09-26,1408297.073
2019-09-27,1409529.073
2019-09-30,1398737.073
2019-10-08,1397802.7690000003
2019-10-09,1397802.7690000003
2019-10-10,1397802.7690000003
2019-10-11,1397802.7690000003
2019-10-14,1397802.7690000003
2019-10-15,1397802.7690000003
2019-10-16,1397802.7690000003
2019-10-17,1397802.7690000003
2019-10-18,1397802.7690000003
2019-10-21,1397802.7690000003
2019-10-22,1397802.7690000003
2019-10-23,1397802.7690000003
2019-10-24,1397802.7690000003
2019-10-25,1397802.7690000003
2019-10-28,1397802.7690000003
2019-10-29,1397802.7690000003
2019-10-30,1397802.7690000003
2019-10-31,1397802.7690000003
2019-11-01,1397802.7690000003
2019-11-04,1397802.7690000003
2019-11-05,1397802.7690000003
2019-11-06,1397802.7690000003
2019-11-07,1397802.7690000003
2019-11-08,1397802.7690000003
2019-11-11,1397802.7690000003
2019-11-12,1397802.7690000003
2019-11-13,1397802.7690000003
2019-11-14,1397802.7690000003
2019-11-15,1397802.7690000003
2019-11-18,1397802.7690000003
2019-11-19,1397802.7690000003
2019-11-20,1397802.7690000003
2019-11-21,1397802.7690000003
2019-11-22,1397802.7690000003
2019-11-25,1397802.7690000003
2019-11-26,1397802.7690000003
2019-11-27,1397802.7690000003
2019-11-28,1397802.7690000003
2019-11-29,1397802.7690000003
2019-12-02,1397802.7690000003
2019-12-03,1397802.7690000003
2019-12-04,1397802.7690000003
2019-12-05,1397802.7690000003
2019-12-06,1397802.7690000003
2019-12-09,1397802.7690000003
2019-12-10,1397802.7690000003
2019-12-11,1397802.7690000003
2019-12-12,1397802.7690000003
2019-12-13,1397802.7690000003
2019-12-16,1397802.7690000003
2019-12-17,1397802.7690000003
2019-12-18,1397802.7690000003
2019-12-19,1397802.7690000003
2019-12-20,1397802.7690000003
2019-12-23,1397802.7690000003
2019-12-24,1397802.7690000003
2019-12-25,1397802.7690000003
2019-12-26,1397802.7690000003
2019-12-27,1397802.7690000003
2019-12-30,1397802.7690000003
2019-12-31,1397802.7690000003
2020-01-02,1397802.7690000003
2020-01-03,1397802.7690000003
2020-01-06,1397802.7690000003
2020-01-07,1397802.7690000003
2020-01-08,1397802.7690000003
2020-01-09,1397802.7690000003
2020-01-10,1397802.7690000003
2020-01-13,1397802.7690000003
2020-01-14,1397802.7690000003
2020-01-15,1397802.7690000003
2020-01-16,1397802.7690000003
2020-01-17,1397802.7690000003
2020-01-20,1397802.7690000003
2020-01-21,1397802.7690000003
2020-01-22,1397802.7690000003
2020-01-23,1397802.7690000003
2020-02-03,1397802.7690000003
2020-02-04,1397802.7690000003
2020-02-05,1397802.7690000003
2020-02-06,1397802.7690000003
2020-02-07,1397802.7690000003
2020-02-10,1397802.7690000003
2020-02-11,1397802.7690000003
2020-02-12,1397802.7690000003
2020-02-13,1397802.7690000003
2020-02-14,1397802.7690000003
2020-02-17,1397802.7690000003
2020-02-18,1397802.7690000003
2020-02-19,1397802.7690000003
2020-02-20,1397802.7690000003
2020-02-21,1397802.7690000003
2020-02-24,1397802.7690000003
2020-02-25,1397802.7690000003
2020-02-26,1397802.7690000003
2020-02-27,1397802.7690000003
2020-02-28,1397802.7690000003
2020-03-02,1397802.7690000003
2020-03-03,1397802.7690000003
2020-03-04,1397802.7690000003
2020-03-05,1397802.7690000003
2020-03-06,1396108.7810000004
2020-03-09,1377864.7810000004
2020-03-10,1388558.7810000004
2020-03-11,1382910.7810000004
2020-03-12,1373904.7810000004
2020-03-13,1366692.7810000004
2020-03-16,1368087.3210000005
2020-03-17,1368087.3210000005
2020-03-18,1368087.3210000005
2020-03-19,1368087.3210000005
2020-03-20,1368087.3210000005
2020-03-23,1368087.3210000005
2020-03-24,1368087.3210000005
2020-03-25,1368087.3210000005
2020-03-26,1368087.3210000005
2020-03-27,1368087.3210000005
2020-03-30,1368087.3210000005
2020-03-31,1368087.3210000005
2020-04-01,1368087.3210000005
2020-04-02,1368087.3210000005
2020-04-03,1368087.3210000005
2020-04-07,1368087.3210000005
2020-04-08,1368087.3210000005
2020-04-09,1368087.3210000005
2020-04-10,1368087.3210000005
2020-04-13,1368087.3210000005
2020-04-14,1368087.3210000005
2020-04-15,1368087.3210000005
2020-04-16,1368087.3210000005
2020-04-17,1368087.3210000005
2020-04-20,1368087.3210000005
2020-04-21,1368087.3210000005
2020-04-22,1368087.3210000005
2020-04-23,1368087.3210000005
2020-04-24,1368087.3210000005
2020-04-27,1368087.3210000005
2020-04-28,1368087.3210000005
2020-04-29,1368087.3210000005
2020-04-30,1368087.3210000005
2020-05-06,1385558.6690000005
2020-05-07,1382910.6690000005
2020-05-08,1392438.6690000005
2020-05-11,1392222.6690000005
2020-05-12,1390926.6690000005
2020-05-13,1393522.6690000005
2020-05-14,1382438.6690000005
2020-05-15,1381686.6690000005
2020-05-18,1384470.6690000005
2020-05-19,1393734.6690000005
2020-05-20,1387798.6690000005
2020-05-21,1381470.6690000005
2020-05-22,1359810.6690000005
2020-05-25,1361490.6690000005
2020-05-26,1372922.6690000005
2020-05-27,1369022.6690000005
2020-05-28,1372790.6690000005
2020-05-29,1375242.6690000005
2020-06-01,1400474.6690000005
2020-06-02,1402862.6690000005
2020-06-03,1403650.6690000005
2020-06-04,1402002.6690000005
2020-06-05,1406622.6690000005
2020-06-08,1409410.6690000005
2020-06-09,1416746.6690000005
2020-06-10,1411802.6690000005
2020-06-11,1402662.6690000005
2020-06-12,1402198.6690000005
2020-06-15,1390314.6690000005
2020-06-16,1407002.6690000005
2020-06-17,1408650.6690000005
2020-06-18,1410030.6690000005
2020-06-19,1421354.6690000005
2020-06-22,1420410.6690000005
2020-06-23,1422550.6690000005
2020-06-24,1426122.6690000005
2020-06-29,1418910.6690000005
2020-06-30,1428170.6690000005
2020-07-01,1444694.6690000005
2020-07-02,1470530.6690000005
2020-07-03,1495426.6690000005
2020-07-06,1567454.6690000005
2020-07-07,1572438.6690000005
2020-07-08,1595678.6690000005
2020-07-09,1614538.6690000005
2020-07-10,1587630.6690000005
2020-07-13,1611618.6690000005
2020-07-14,1600150.6690000005
2020-07-15,1578822.6690000005
2020-07-16,1518342.6690000005
2020-07-17,1519954.6690000005
2020-07-20,1559962.6690000005
2020-07-21,1562658.6690000005
2020-07-22,1567566.6690000005
2020-07-23,1564346.6690000005
2020-07-24,1513010.6690000005
2020-07-27,1516394.6690000005
2020-07-28,1525486.6690000005
2020-07-29,1552122.6690000005
2020-07-30,1549030.6690000005
2020-07-31,1558306.6690000005
2020-08-03,1581490.6690000005
2020-08-04,1582978.6690000005
2020-08-05,1585326.6690000005
2020-08-06,1588886.6690000005
2020-08-07,1575918.6690000005
2020-08-10,1586002.6690000005
2020-08-11,1570418.6690000005
2020-08-12,1562010.6690000005
2020-08-13,1562594.6690000005
2020-08-14,1578342.6690000005
2020-08-17,1609822.6690000005
2020-08-18,1614738.6690000005
2020-08-19,1597554.6690000005
2020-08-20,1579862.6690000005
2020-08-21,1586574.6690000005
2020-08-24,1588558.6690000005
2020-08-25,1583734.6690000005
2020-08-26,1566198.6690000005
2020-08-27,1574346.6690000005
2020-08-28,1595826.6690000005
2020-08-31,1592574.6690000005
2020-09-01,1598546.6690000005
2020-09-02,1596222.6690000005
2020-09-03,1588294.6690000005
2020-09-04,1576450.6690000005
2020-09-07,1551338.6690000005
2020-09-08,1553470.1810000006
2020-09-09,1553470.1810000006
2020-09-10,1553470.1810000006
2020-09-11,1553470.1810000006
2020-09-14,1553470.1810000006
2020-09-15,1553470.1810000006
2020-09-16,1553470.1810000006
2020-09-17,1553470.1810000006
2020-09-18,1553470.1810000006
2020-09-21,1553470.1810000006
2020-09-22,1553470.1810000006
2020-09-23,1553470.1810000006
2020-09-24,1553470.1810000006
2020-09-25,1553470.1810000006
2020-09-28,1553470.1810000006
2020-09-29,1553470.1810000006
2020-09-30,1553470.1810000006
2020-10-09,1553470.1810000006
2020-10-12,1553470.1810000006
2020-10-13,1553470.1810000006
2020-10-14,1553470.1810000006
2020-10-15,1553470.1810000006
2020-10-16,1553470.1810000006
2020-10-19,1553470.1810000006
2020-10-20,1553470.1810000006
2020-10-21,1553470.1810000006
2020-10-22,1553470.1810000006
2020-10-23,1553470.1810000006
2020-10-26,1553470.1810000006
2020-10-27,1553470.1810000006
2020-10-28,1553470.1810000006
2020-10-29,1553470.1810000006
2020-10-30,1553470.1810000006
2020-11-02,1553470.1810000006
2020-11-03,1553470.1810000006
2020-11-04,1553470.1810000006
2020-11-05,1553470.1810000006
2020-11-06,1553470.1810000006
2020-11-09,1553470.1810000006
2020-11-10,1544212.8950000005
2020-11-11,1538827.8950000005
2020-11-12,1537771.8950000005
2020-11-13,1529197.8950000005
2020-11-16,1540258.8950000005
2020-11-17,1538137.8950000005
2020-11-18,1540357.8950000005
2020-11-19,1545094.8950000005
2020-11-20,1549486.8950000005
2020-11-23,1560514.8950000005
2020-11-24,1557013.8950000005
2020-11-25,1544866.8950000005
2020-11-26,1547086.8950000005
2020-11-27,1558660.8950000005
2020-11-30,1553695.8950000007
2020-12-01,1571749.8950000005
2020-12-02,1570981.8950000005
2020-12-03,1568809.8950000005
2020-12-04,1569541.8950000005
2020-12-07,1561147.8950000005
2020-12-08,1559221.8950000005
2020-12-09,1547755.8950000005
2020-12-10,1548151.8950000007
2020-12-11,1540324.8950000005
2020-12-14,1546903.8950000005
2020-12-15,1546336.8950000005
2020-12-16,1546261.8950000005
2020-12-17,1557628.8950000005
2020-12-18,1554637.8950000005
2020-12-21,1562338.8950000005
2020-12-22,1543201.8950000007
2020-12-23,1550863.8950000005
2020-12-24,1545100.8950000005
2020-12-25,1555135.8950000005
2020-12-28,1555354.8950000005
2020-12-29,1549879.8950000005
2020-12-30,1560502.8950000005
2020-12-31,1578088.8950000005
2021-01-04,1587055.8950000005
2021-01-05,1594771.8950000005
2021-01-06,1601431.8950000005
2021-01-07,1609027.8950000005
2021-01-08,1607200.8950000005
2021-01-11,1595617.8950000005
2021-01-12,1618669.8950000005
2021-01-13,1615762.8950000005
2021-01-14,1605937.8950000005
2021-01-15,1606081.8950000005
2021-01-18,1615033.8950000005
2021-01-19,1606081.8950000005
2021-01-20,1611094.8950000005
2021-01-21,1622545.8950000005
2021-01-22,1618192.8950000005
2021-01-25,1623439.8950000005
2021-01-26,1606996.8950000005
2021-01-27,1608169.8950000005
2021-01-28,1587721.8950000005
2021-01-29,1591627.3790000004
2021-02-01,1591627.3790000004
2021-02-02,1591627.3790000004
2021-02-03,1591627.3790000004
2021-02-04,1591627.3790000004
2021-02-05,1591627.3790000004
2021-02-08,1591627.3790000004
2021-02-09,1591627.3790000004
2021-02-10,1591627.3790000004
2021-02-18,1576792.0520000004
2021-02-19,1583035.0520000004
2021-02-22,1566916.0520000004
2021-02-23,1565092.0520000004
2021-02-24,1543408.0520000004
2021-02-25,1551767.3900000004
2021-02-26,1551767.3900000004
